DateTime,CLOSE
2014-09-19,3358.104
2014-09-22,3308.434
2014-09-23,3345.852
2014-09-24,3396.849
2014-09-25,3394.836
2014-09-26,3403.22
2014-09-29,3428.75
2014-09-30,3444.72
2014-10-08,3489.71
2014-10-09,3499.16
2014-10-10,3482.06
2014-10-13,3474.64
2014-10-14,3464.74
2014-10-15,3483.46
2014-10-16,3442.78
2014-10-17,3419.32
2014-10-20,3454.64
2014-10-21,3425.04
2014-10-22,3393.29
2014-10-23,3348.92
2014-10-24,3350.71
2014-10-27,3351.84
2014-10-28,3429.54
2014-10-29,3477.86
2014-10-30,3489.96
2014-10-31,3510.72
2014-11-03,3533.41
2014-11-04,3523.3
2014-11-05,3515.16
2014-11-06,3531.79
2014-11-07,3511.74
2014-11-10,3566.4
2014-11-11,3499.26
2014-11-12,3552.15
2014-11-13,3519.25
2014-11-14,3514.63
2014-11-17,3528.76
2014-11-18,3519.92
2014-11-19,3529.7
2014-11-20,3526.77
2014-11-21,3575.87
2014-11-24,3641
2014-11-25,3694.15
2014-11-26,3730.46
2014-11-27,3765.2
2014-11-28,3801.61
2014-12-01,3789.727
2014-12-02,3879.901
2014-12-03,3928.619
2014-12-04,4051.312
2014-12-05,4018.927
2014-12-08,4115.814
2014-12-09,3935.365
2014-12-10,4074.052
2014-12-11,4078.678
2014-12-12,4105.878
2014-12-15,4153.422
2014-12-16,4210.718
2014-12-17,4225.942
2014-12-18,4212.881
2014-12-19,4217.024
2014-12-22,4136.18
2014-12-23,4055.344
2014-12-24,4027.006
2014-12-25,4125.632
2014-12-26,4210.809
2014-12-29,4186.363
2014-12-30,4152.926
2014-12-31,4219.002
2015-01-05,4310.693
2015-01-06,4338.934
2015-01-07,4341.894
2015-01-08,4277.761
2015-01-09,4257.059
2015-01-12,4209.383
2015-01-13,4236.69
2015-01-14,4220.656
2015-01-15,4304.687
2015-01-16,4349.651
2015-01-19,4102.099
2015-01-20,4196.971
2015-01-21,4342.22
2015-01-22,4385.058
2015-01-23,4368.623
2015-01-26,4435.868
2015-01-27,4425.595
2015-01-28,4383.216
2015-01-29,4342.749
2015-01-30,4287.844
2015-02-02,4227.981
2015-02-03,4317.458
2015-02-04,4290.962
2015-02-05,4261.616
2015-02-06,4184.678
2015-02-09,4192.663
2015-02-10,4257.965
2015-02-11,4300.678
2015-02-12,4323.557
2015-02-13,4376.232
2015-02-16,4436.61
2015-02-17,4468.303
2015-02-25,4436.94
2015-02-26,4512.461
2015-02-27,4540.135
2015-03-02,4607.945
2015-03-03,4537.468
